noun.relation	noun.location
noun.relation	noun.location
noun.communication	noun.communication
noun.cognition	noun.communication
noun.act	noun.act
noun.communication	noun.communication
noun.relation	noun.person
noun.group	noun.person
noun.relation	noun.relation
noun.Tops	noun.person
noun.cognition	noun.Tops
noun.person	noun.person
noun.person	noun.person
noun.relation	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.relation	noun.relation
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.relation
noun.location	noun.location
noun.relation	noun.relation
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.state	noun.state
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.state
noun.relation	noun.relation
noun.relation	noun.state
noun.person	noun.person
noun.state	noun.state
noun.quantity	noun.quantity
noun.quantity	noun.quantity
noun.person	noun.person
noun.attribute	noun.state
noun.group	noun.group
noun.group	noun.group
noun.group	noun.group
noun.group	noun.event
noun.group	noun.event
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.time	noun.time
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.relation	noun.relation
noun.relation	noun.relation
noun.relation	noun.relation
noun.location	noun.location
noun.state	noun.event
noun.location	noun.location
noun.relation	noun.quantity
noun.time	noun.time
noun.relation	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.Tops	noun.Tops
noun.Tops	noun.Tops
noun.location	noun.location
noun.location	noun.location
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.location	noun.location
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.state	noun.Tops
noun.artifact	noun.artifact
noun.location	noun.location
noun.location	noun.location
noun.artifact	noun.artifact
noun.body	noun.body
noun.body	noun.body
noun.body	noun.body
noun.body	noun.body
noun.location	noun.location
noun.location	noun.cognition
noun.artifact	noun.artifact
noun.location	noun.location
noun.location	noun.location
noun.relation	noun.location
noun.object	noun.group
noun.artifact	noun.group
noun.artifact	noun.artifact
noun.group	noun.Tops
noun.location	noun.artifact
noun.location	noun.location
noun.location	noun.location
noun.location	noun.location
noun.relation	noun.location
noun.artifact	noun.artifact
noun.artifact	noun.location
noun.location	noun.location
noun.artifact	noun.artifact
noun.group	noun.location
noun.artifact	noun.artifact
noun.group	noun.person
noun.person	noun.person
noun.person	noun.person
noun.object	noun.object
noun.object	noun.object
noun.object	noun.object
noun.object	noun.object
noun.person	noun.person
noun.group	noun.group
noun.person	noun.person
noun.person	noun.person
noun.group	noun.group
noun.group	noun.group
noun.group	noun.group
noun.cognition	noun.cognition
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.communication	noun.person
noun.group	noun.cognition
noun.communication	noun.communication
noun.communication	noun.communication
noun.communication	noun.communication
noun.communication	noun.communication
noun.artifact	noun.artifact
noun.group	noun.group
noun.group	noun.group
noun.location	noun.object
noun.group	noun.object
noun.person	noun.person
noun.communication	noun.cognition
noun.object	noun.object
noun.person	noun.person
noun.person	noun.person
noun.event	noun.event
noun.group	noun.group
noun.group	noun.group
noun.group	noun.group
noun.group	noun.group
noun.group	noun.group
noun.group	noun.group
noun.person	noun.person
noun.cognition	noun.cognition
noun.event	noun.event
noun.group	noun.group
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.communication	noun.artifact
noun.communication	noun.artifact
noun.person	noun.person
noun.cognition	noun.cognition
noun.relation	noun.relation
noun.attribute	noun.relation
noun.attribute	noun.time
noun.attribute	noun.cognition
noun.attribute	noun.cognition
noun.attribute	noun.artifact
noun.act	noun.artifact
noun.relation	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.state	noun.state
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.state	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.Tops	noun.quantity
noun.Tops	noun.communication
noun.time	noun.time
noun.quantity	noun.artifact
noun.time	noun.time
noun.time	noun.time
noun.artifact	noun.communication
noun.act	noun.act
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.person	noun.person
noun.Tops	noun.state
noun.attribute	noun.state
noun.act	noun.state
noun.animal	noun.animal
noun.animal	noun.animal
noun.animal	noun.animal
noun.communication	noun.communication
noun.communication	noun.communication
noun.communication	noun.communication
noun.group	noun.cognition
noun.cognition	noun.cognition
noun.communication	noun.event
noun.time	noun.time
noun.communication	noun.cognition
noun.communication	noun.cognition
noun.cognition	noun.cognition
noun.event	noun.event
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.event	noun.event
noun.Tops	noun.quantity
noun.attribute	noun.attribute
noun.event	noun.event
noun.act	noun.relation
noun.event	noun.event
noun.person	noun.person
noun.object	noun.object
noun.location	noun.group
noun.time	noun.time
noun.time	noun.time
noun.quantity	noun.food
noun.cognition	noun.Tops
noun.artifact	noun.artifact
noun.attribute	noun.attribute
noun.attribute	noun.attribute
noun.communication	noun.Tops
noun.communication	noun.cognition
noun.location	noun.location
noun.cognition	noun.Tops
noun.cognition	noun.state
noun.group	noun.cognition
noun.attribute	noun.attribute
noun.body	noun.body
noun.body	noun.body
noun.person	noun.person
noun.cognition	noun.cognition
noun.object	noun.location
noun.person	noun.cognition
noun.body	noun.body
noun.person	noun.person
noun.person	noun.person
noun.event	noun.act
noun.attribute	noun.quantity
noun.artifact	noun.artifact
noun.communication	noun.artifact
noun.relation	noun.quantity
noun.communication	noun.communication
noun.cognition	noun.cognition
noun.communication	noun.act
noun.communication	noun.cognition
noun.artifact	noun.artifact
noun.act	noun.act
noun.communication	noun.act
noun.cognition	noun.cognition
noun.location	noun.location
noun.communication	noun.communication
noun.group	noun.group
noun.communication	noun.communication
noun.attribute	noun.attribute
noun.artifact	noun.artifact
noun.cognition	noun.act
noun.group	noun.cognition
noun.body	noun.body
noun.cognition	noun.cognition
noun.communication	noun.possession
noun.person	noun.person
noun.location	noun.location
noun.group	noun.group
noun.object	noun.object
noun.communication	noun.communication
noun.act	noun.relation
noun.cognition	noun.cognition
noun.artifact	noun.artifact
noun.act	noun.act
noun.act	noun.act
noun.attribute	noun.attribute
noun.attribute	noun.cognition
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.attribute	noun.attribute
noun.person	noun.person
noun.relation	noun.person
noun.person	noun.person
noun.quantity	noun.artifact
noun.group	noun.Tops
noun.cognition	noun.cognition
noun.act	noun.act
noun.quantity	noun.location
noun.attribute	noun.shape
noun.relation	noun.relation
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.act	noun.attribute
noun.group	noun.group
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.artifact	noun.artifact
noun.location	noun.location
noun.person	noun.person
noun.animal	noun.animal
noun.artifact	noun.shape
noun.Tops	noun.Tops
noun.act	noun.Tops
noun.person	noun.person
noun.act	noun.cognition
noun.cognition	noun.cognition
noun.act	noun.act
noun.state	noun.state
noun.attribute	noun.Tops
noun.cognition	noun.cognition
noun.cognition	noun.state
noun.artifact	noun.state
noun.state	noun.state
noun.body	noun.animal
noun.object	noun.object
noun.object	noun.object
noun.attribute	noun.body
noun.body	noun.food
noun.body	noun.animal
noun.attribute	noun.attribute
noun.body	noun.body
noun.body	noun.body
noun.object	noun.object
noun.artifact	noun.artifact
noun.person	noun.person
noun.act	noun.act
noun.feeling	noun.state
noun.artifact	noun.possession
noun.communication	noun.possession
noun.attribute	noun.attribute
noun.communication	noun.cognition
noun.group	noun.group
noun.food	noun.food
noun.cognition	noun.event
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.communication	noun.possession
noun.group	noun.time
noun.person	noun.group
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.group	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.act	noun.quantity
noun.act	noun.state
noun.person	noun.person
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.object	noun.object
noun.body	noun.body
noun.person	noun.person
noun.communication	noun.possession
noun.attribute	noun.cognition
noun.event	noun.act
noun.feeling	noun.cognition
noun.attribute	noun.location
noun.group	noun.cognition
noun.act	noun.phenomenon
noun.feeling	noun.state
noun.act	noun.act
noun.act	noun.act
noun.relation	noun.relation
noun.communication	noun.possession
noun.group	noun.group
noun.group	noun.group
noun.communication	noun.act
noun.relation	noun.relation
noun.attribute	noun.attribute
noun.communication	noun.score
noun.group	noun.person
noun.group	noun.group
noun.person	noun.person
noun.person	noun.person
noun.event	noun.act
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.attribute	noun.relation
noun.phenomenon	noun.phenomenon
noun.time	noun.time
noun.group	noun.communication
noun.object	noun.quantity
noun.act	noun.act
noun.group	noun.group
noun.person	noun.person
noun.event	noun.act
noun.cognition	noun.state
noun.communication	noun.attribute
noun.person	noun.person
noun.object	noun.location
noun.time	noun.time
noun.time	noun.time
noun.object	noun.object
noun.artifact	noun.location
noun.group	noun.group
noun.communication	noun.cognition
noun.communication	noun.cognition
noun.event	noun.feeling
noun.group	noun.group
noun.group	noun.group
noun.attribute	noun.attribute
noun.object	noun.object
noun.group	noun.group
noun.group	noun.group
noun.group	noun.group
noun.group	noun.group
noun.group	noun.group
noun.group	noun.group
noun.group	noun.group
noun.group	noun.group
noun.group	noun.group
noun.cognition	noun.attribute
noun.object	noun.object
noun.object	noun.object
noun.artifact	noun.substance
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.event	noun.event
noun.communication	noun.communication
noun.person	noun.person
noun.person	noun.person
noun.communication	noun.communication
noun.communication	noun.communication
noun.communication	noun.communication
noun.act	noun.act
noun.person	noun.person
noun.group	noun.group
noun.person	noun.person
noun.communication	noun.artifact
noun.cognition	noun.cognition
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.cognition	noun.attribute
noun.cognition	noun.cognition
noun.person	noun.person
noun.communication	noun.communication
noun.cognition	noun.cognition
noun.person	noun.person
noun.person	noun.person
noun.cognition	noun.cognition
noun.artifact	noun.artifact
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.event	noun.event
noun.possession	noun.possession
noun.possession	noun.possession
noun.group	noun.cognition
noun.possession	noun.possession
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.state	noun.state
noun.object	noun.object
noun.location	noun.location
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.group	noun.group
noun.artifact	noun.location
noun.group	noun.cognition
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.act	noun.act
noun.person	noun.person
noun.group	noun.group
noun.person	noun.person
noun.cognition	noun.cognition
noun.person	noun.person
noun.object	noun.object
noun.object	X
noun.location	noun.location
noun.feeling	noun.feeling
noun.feeling	noun.feeling
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.communication	noun.communication
noun.communication	noun.communication
noun.communication	noun.communication
noun.person	noun.person
noun.attribute	noun.object
noun.attribute	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.artifact	noun.artifact
noun.cognition	noun.act
noun.act	noun.act
noun.act	noun.act
noun.cognition	noun.cognition
noun.group	noun.state
noun.communication	noun.communication
noun.artifact	noun.artifact
noun.feeling	noun.feeling
noun.location	noun.communication
noun.act	noun.possession
noun.group	noun.state
noun.group	noun.group
noun.person	noun.person
noun.substance	noun.substance
noun.artifact	noun.artifact
noun.person	noun.person
noun.food	noun.food
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.group	noun.group
noun.communication	noun.communication
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.artifact	noun.artifact
noun.food	noun.food
noun.person	noun.person
noun.Tops	noun.Tops
noun.person	noun.person
noun.cognition	noun.communication
noun.food	noun.food
noun.artifact	noun.artifact
noun.person	noun.person
noun.group	noun.group
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.animal	noun.animal
noun.shape	noun.shape
noun.person	noun.person
noun.group	noun.group
noun.communication	noun.artifact
noun.group	noun.group
noun.location	noun.location
noun.person	noun.person
noun.person	noun.person
noun.artifact	noun.artifact
noun.shape	noun.shape
noun.shape	noun.shape
noun.location	noun.location
noun.artifact	noun.artifact
noun.event	noun.act
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.artifact	noun.artifact
noun.communication	noun.artifact
noun.communication	noun.communication
noun.object	noun.location
noun.substance	noun.substance
noun.group	noun.group
noun.artifact	noun.artifact
noun.person	noun.person
noun.person	noun.person
noun.artifact	noun.cognition
noun.act	noun.communication
noun.possession	noun.possession
noun.motive	noun.phenomenon
noun.act	noun.act
noun.artifact	noun.artifact
noun.Tops	noun.state
noun.communication	noun.communication
noun.communication	noun.communication
noun.communication	noun.artifact
noun.communication	noun.communication
noun.group	noun.cognition
noun.group	noun.cognition
noun.communication	noun.event
noun.state	noun.state
noun.animal	noun.animal
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.time	noun.time
noun.object	noun.object
noun.communication	noun.communication
noun.communication	noun.communication
noun.communication	noun.communication
noun.person	noun.person
noun.cognition	noun.act
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.artifact	noun.artifact
noun.communication	noun.artifact
noun.person	noun.person
noun.plant	noun.plant
noun.food	noun.food
noun.plant	noun.plant
noun.plant	noun.plant
noun.communication	noun.communication
noun.cognition	noun.cognition
noun.plant	noun.plant
noun.plant	noun.plant
noun.plant	noun.plant
noun.plant	noun.plant
noun.plant	noun.plant
noun.artifact	noun.artifact
noun.Tops	noun.shape
noun.cognition	noun.cognition
noun.group	noun.group
noun.artifact	noun.artifact
noun.communication	noun.communication
noun.artifact	noun.act
noun.act	noun.act
noun.time	noun.time
noun.person	noun.person
noun.Tops	noun.Tops
noun.artifact	noun.cognition
noun.artifact	noun.act
noun.event	noun.act
noun.possession	noun.possession
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.attribute	noun.cognition
noun.cognition	noun.cognition
noun.attribute	noun.attribute
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.event	noun.act
noun.attribute	noun.attribute
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.body	noun.animal
noun.attribute	noun.cognition
noun.cognition	noun.cognition
noun.attribute	noun.cognition
noun.possession	noun.cognition
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.attribute	noun.cognition
noun.communication	noun.cognition
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.act	noun.cognition
noun.event	noun.event
noun.possession	noun.possession
noun.artifact	noun.cognition
noun.body	noun.body
noun.person	noun.person
noun.location	noun.location
noun.time	noun.time
noun.location	noun.location
noun.person	noun.cognition
noun.cognition	noun.cognition
noun.attribute	noun.cognition
noun.cognition	noun.cognition
noun.attribute	noun.cognition
noun.cognition	noun.cognition
noun.attribute	noun.attribute
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.body	noun.body
noun.cognition	noun.cognition
noun.communication	noun.communication
noun.group	noun.group
noun.attribute	noun.cognition
noun.cognition	noun.cognition
noun.person	noun.person
noun.person	noun.person
noun.cognition	noun.cognition
noun.phenomenon	noun.phenomenon
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.state	noun.cognition
noun.act	noun.act
noun.act	noun.act
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.act	noun.act
noun.cognition	noun.cognition
noun.cognition	noun.cognition
noun.object	noun.object
noun.communication	noun.communication
noun.object	noun.object
noun.group	noun.animal
noun.group	noun.cognition
noun.object	noun.object
noun.food	noun.food
noun.attribute	noun.object
noun.group	noun.cognition
noun.group	noun.cognition
noun.object	noun.object
noun.artifact	noun.artifact
noun.cognition	noun.cognition
noun.artifact	noun.artifact
noun.motive	noun.motive
noun.communication	noun.possession
noun.cognition	noun.cognition
noun.substance	noun.substance
noun.person	noun.person
noun.person	noun.person
noun.person	noun.person
noun.state	noun.state
noun.location	noun.location
noun.act	noun.state
noun.Tops	noun.Tops
noun.attribute	noun.attribute
noun.attribute	noun.attribute
noun.location	noun.location
noun.location	noun.location
noun.act	noun.act
